dbprimary_acc	display_label	description
IPR008209	PEP_carboxykinase_GTP	Phosphoenolpyruvate carboxykinase, GTP-utilising
IPR008211	Laminin_N	Laminin, N-terminal
IPR008213	CpcD-like_dom	CpcD-like domain
IPR008215	Tachykinin_dom	Tachykinin domain
IPR008220	HAT_MetX-like	Homoserine/serine acetyltransferase MetX-like
IPR008221	Urease	Urease
IPR008223	Urease_gamma-beta_su	Urease, gamma-beta subunit
IPR008226	Mini3_fam	Mini-ribonuclease 3 family
IPR008228	UCP006173	Uncharacterised conserved protein UCP006173
IPR008231	CsaA	Probable chaperone CsaA
IPR008238	Chorismate_mutase_AroQ_euk	Chorismate mutase, AroQ class, eukaryotic type
IPR008240	Chorismate_mutase_periplasmic	Chorismate mutase, periplasmic
IPR008242	Chor_mutase/pphenate_deHydtase	Bifunctional P-protein, chorismate mutase/prephenate dehydratase
IPR008243	Chorismate_mutase_AroH	Chorismate mutase, AroH class
IPR008244	Chor_mut/prephenate_DH_T	Bifunctional chorismate mutase/prephenate dehydrogenase T-protein
IPR008248	CheB-like	Protein-glutamate methylesterase/protein-glutamine glutaminase, CheB type
IPR008251	Chromo_shadow_dom	Chromo shadow domain
IPR008253	Marvel	Marvel domain
IPR008255	Pyr_nucl-diS_OxRdtase_2_AS	Pyridine nucleotide-disulphide oxidoreductase, class-II, active site
IPR008256	Peptidase_S1B	Peptidase S1B
IPR008257	Pept_M19	Peptidase M19
IPR008258	Transglycosylase_SLT_dom_1	Transglycosylase SLT domain 1
IPR008259	FMN_hydac_DH_AS	FMN-dependent alpha-hydroxy acid dehydrogenase, active site
IPR008261	Iodothyronine_deiodinase_AS	Iodothyronine deiodinase, active site
IPR008263	GH16_AS	Glycoside hydrolase, family 16, active site
IPR008264	Beta_glucanase	Beta-glucanase
IPR008265	Lipase_GDSL_AS	Lipase, GDSL, active site
IPR008270	Glyco_hydro_25_AS	Glycosyl hydrolases family 25, active site
IPR008272	HB-CoA_thioesterase_AS	4-hydroxybenzoyl-CoA thioesterase, active site
IPR008274	AldOxase/xan_DH_Mopterin-bd	Aldehyde oxidase/xanthine dehydrogenase, molybdopterin binding
IPR008275	CoA_E_activase	CoA enzyme activase
IPR008276	C_nuclsd_transpt	Concentrative nucleoside transporter
IPR008279	PEP-util_enz_mobile_dom	PEP-utilising enzyme, mobile domain
IPR008283	Peptidase_M17_N	Peptidase M17, leucyl aminopeptidase, N-terminal
IPR008284	MoCF_biosynth_CS	Molybdenum cofactor biosynthesis, conserved site
IPR008286	Prn/Lys/Arg_de-COase_C	Orn/Lys/Arg decarboxylase, C-terminal
IPR008288	PARP	Poly [ADP-ribose] polymerase
IPR008289	Pentafunct_AroM	Pentafunctional AroM protein
IPR008291	Glucoamylase_SBD	Glucoamylase, starch-binding
IPR008297	Notch	Notch
IPR008311	UCP028101	Uncharacterised conserved protein UCP028101
IPR008312	T6SS_TssB1	Type VI secretion system sheath protein TssB1
IPR008314	AC4CH	N(4)-acetylcytidine amidohydrolase
IPR008317	UCP030561	Uncharacterised conserved protein UCP030561
IPR008319	UCP031644	Uncharacterised conserved protein UCP031644
IPR008322	UPF0261	Uncharacterised protein family UPF0261
IPR008323	UCP033563	Uncharacterised conserved protein UCP033563
IPR008327	Sig_transdc_resp-reg_antiterm	Signal transduction response regulator, antiterminator
IPR008330	Pept_M17_PepB	Peptidase M17, peptidase B
IPR008331	Ferritin_DPS_dom	Ferritin/DPS protein domain
IPR008332	MethylG_MeTrfase_N	Methylguanine DNA methyltransferase, ribonuclease-like domain
IPR008335	Mopterin_OxRdtase_euk	Eukaryotic molybdopterin oxidoreductase
IPR008339	Dishevelled_fam	Dishevelled family
IPR008340	DVL-1	Dishevelled-1
IPR008341	DVL2	Dishevelled-2
IPR008342	DVL3	Dishevelled-3
IPR008343	MKP	Mitogen-activated protein (MAP) kinase phosphatase
IPR008344	TRPV5/TRPV6	Transient receptor potential cation channel subfamily V member 5/6
IPR008347	TRPV1-4_channel	Transient receptor potential channel, vanilloid 1-4
IPR008349	MAPK_ERK1/2	Mitogen-activated protein (MAP) kinase, ERK1/2
IPR008351	MAPK_JNK	Mitogen-activated protein (MAP) kinase, JNK
IPR008352	MAPK_p38-like	Mitogen-activated protein (MAP) kinase p38-like
IPR008354	Glc-Fru_OxRdtase_bac	Glucose-fructose oxidoreductase, bacterial
IPR008356	Tyr_Pase_KIM-con	Protein-tyrosine phosphatase, KIM-containing
IPR008358	Sig_transdc_His_kin/Pase_MprB	Signal transduction histidine kinase/phosphatase, lantibiotic regulatory protein MprB
IPR008359	Linker_for_activat_Tcells_prot	Linker-for-activation of T cells (LAT) protein
IPR008361	MCH_rcpt	Melanin-concentrating hormone receptor
IPR008362	MCH2_receptor	Melanin-concentrating hormone 2 receptor
IPR008365	Prostanoid_rcpt	Prostanoid receptor
IPR008366	NFAT	Nuclear factor of activated T cells (NFAT)
IPR008367	Regucalcin	Regucalcin
IPR008368	VDCC_gsu	Voltage-dependent calcium channel, gamma subunit
IPR008369	VDCC_g5su	Voltage-dependent calcium channel, gamma-5 subunit
IPR008373	Saposin	Saposin
IPR008376	Synembryn	Synembryn
IPR008377	Sialidase_trypan	Trypanosome sialidase
IPR008379	Band_4.1_C	Band 4.1, C-terminal
IPR008383	API5	Apoptosis inhibitory 5
IPR008385	ASFV_j13L	African swine fever virus j13L
IPR008386	ATP_synth_F0_esu_mt	ATP synthase, F0 complex, subunit E, mitochondrial
IPR008387	ATP_synth_f6_mt	ATP synthase-coupling factor 6, mitochondrial
IPR008388	ATPase_V1-cplx_s1su	ATPase, V1 complex, subunit S1
IPR008390	AWPM-19	AWPM-19-like
IPR008391	AXE1_dom	Acetyl xylan esterase
IPR008392	Acp26Ab	Drosophila accessory gland-specific peptide 26Ab
IPR008395	Agenet-like_dom	Agenet-like domain
IPR008397	Alginate_lyase_dom	Alginate lyase domain
IPR008399	Anthrax_toxin_rcpt_C	Anthrax toxin receptor, C-terminal
IPR008400	Anthrax_toxin_rcpt_extracel	Anthrax toxin receptor, extracellular domain
IPR008401	Apc13	Apc13
IPR008402	APC_su15/mnd2	Anaphase-promoting complex subunit  15/mnd2
IPR008405	ApoL	Apolipoprotein L
IPR008406	DRM/ARP	Dormancy/auxin associated protein
IPR008407	Brnchd-chn_aa_trnsp_AzlD	Branched-chain amino acid transport, AzlD
IPR008410	BCSC_C	Cellulose synthase operon C, C-terminal
IPR008411	BIV_Surface_Envelope	Bovine immunodeficiency virus surface envelope
IPR008412	BSP_II	Bone sialoprotein II
IPR008414	HBL	Hemolysin BL-binding component
IPR008417	BAP29/BAP31	B-cell receptor-associated protein 29/31
IPR008422	Homeobox_KN_domain	Homeobox KN domain
IPR008425	CDK_inhib_3	Cyclin-dependent kinase inhibitor 3
IPR008426	CENP-H_C	Centromere protein H, C-terminal
IPR008427	Extracellular_membr_CFEM_dom	Extracellular membrane protein, CFEM domain
IPR008428	Chond_GalNAc	Chondroitin N-acetylgalactosaminyltransferase
IPR008431	CNPase	Cyclic nucleotide phosphodiesterase
IPR008432	COX5C	Cytochrome c oxidase subunit 5c
IPR008434	AcsF	Magnesium-protoporphyrin IX monomethyl ester [oxidative] cyclase
IPR008435	CRF-bd	Corticotropin-releasing factor-binding protein
IPR008438	MYOZ	Myozenin
IPR008440	Agglutinin-like_ALS_rpt	Agglutinin-like  protein repeat
IPR008441	Caps_polysacc_synth	Capsular polysaccharide synthesis protein
IPR008442	Propeptide_carboxypepY	Propeptide, carboxypeptidase Y
IPR008449	Chorion_S36/S28	Chorion S36/S38
IPR008450	Chorion_S16	Chorion S16
IPR008451	Chromadorea_ALT	Chromadorea ALT
IPR008453	Clavanin	Clavanin
IPR008455	HssA/B-related	HssA/B family related
IPR008462	CsbD	CsbD-like domain
IPR008465	DAG1_C	Dystroglycan, C-terminal
IPR008468	DMAP1	DNA methyltransferase 1-associated 1
IPR008469	DREPP	DREPP family
IPR008470	Uncharacterised_Ycf33	Uncharacterised protein family Ycf33
IPR008471	MnmC-like_methylTransf	MnmC-like methyltransferase
IPR008472	DUF753	Domain of unknown function DUF753
IPR008473	Phage_holin_3_7	Putative 3TM holin, Phage holin 3
IPR008475	PLipase_C_C	Bacterial phospholipase C, C-terminal domain
IPR008476	PBDC1_metazoa/fungi	Protein PBDC1, metazoa/fungi
IPR008477	TNFAIP8-like	Tumor necrosis factor alpha-induced protein 8-like
IPR008479	DUF760	Protein of unknown function DUF760
IPR008480	DUF761_pln	Protein of unknown function DUF761, plant
IPR008481	DUF762_COXBU	Protein of unknown function DUF762, Coxiella burnetii
IPR008485	JAMP	JNK1/MAPK8-associated membrane protein
IPR008490	Transposase_InsH_N	Transposase InsH, N-terminal
IPR008494	DUF776	Protein of unknown function DUF776
IPR008497	DUF779	Protein of unknown function DUF779
IPR008498	DUF780_CAE_spp	Protein of unknown function DUF780, Caenorhabditis species
IPR008499	Leg1	Leg1
IPR008502	Prolamin-like	Prolamin-like domain
IPR008503	Put_Zn_protease	Putative ATP-dependent zinc protease
IPR008507	DUF789	Protein of unknown function DUF789
IPR008509	MOT2/MFSD5	Molybdate-anion transporter
IPR008511	Protein_BYPASS-related	Protein BYPASS-related
IPR008513	tRNA(Met)_cyd_acetate_ligase	tRNA(Met) cytidine acetate ligase
IPR008514	T6SS_Hcp	Type VI secretion system effector Hcp
IPR008515	Ubiquitin-like_Pup	Ubiquitin-like, Pup
IPR008516	Na/K-Atpase_Interacting	Na,K-Atpase Interacting protein
IPR008517	DUF799	Protein of unknown function DUF799
IPR008518	Mff/Tango-11	Mff/Tango-11
IPR008519	Tandem-repeating_mucin	Tandem-repeating region of mucin, epiglycanin-like
IPR008521	Mg_trans_NIPA	Magnesium transporter NIPA
IPR008526	YedI	Inner membrane protein YedI
IPR008528	unc-13_homologue	Protein unc-13 homologue
IPR008533	DUF815	Domain of unknown function DUF815
IPR008535	DUF817	Protein of unknown function DUF817
IPR008537	DUF819	Protein of unknown function DUF819
IPR008538	DUF820	Domain of unknown function DUF820
IPR008540	BES1_N	BES1/BZR1 plant transcription factor, N-terminal
IPR008543	Uncharacterised_Ycf2	Uncharacterised protein family Ycf2
IPR008545	Web	WEB family
IPR008546	DUF828	Domain of unknown function DUF828
IPR008547	DUF829_TMEM53	Protein of unknown function DUF829, TMEM53
IPR008552	DUF834	Domain of unknown function DUF834
IPR008555	SIKE	SIKE family
IPR008557	DUF839	Protein of unknown function DUF839
IPR008565	DUF847	Protein of unknown function DUF847
IPR008567	KCE_family	3-keto-5-aminohexanoate cleavage enzyme
IPR008569	DUF851	Protein of unknown function DUF851
IPR008571	HerA-like	Helicase HerA-like
IPR008574	DUF856_CAE_spp	Protein of unknown function DUF856, Caenorhabditis species
IPR008579	DUF861_Cupin_3	Domain of unknown function DUF861, cupin-3
IPR008581	DUF863_pln	Protein of unknown function DUF863, plant
IPR008585	Gamma_PGA_hydro	Poly-gamma-glutamate hydrolase
IPR008586	DUF868_pln	Protein of unknown function DUF868, plant
IPR008587	FPP_plant	Filament-like plant protein
IPR008588	DUF870_CAE_spp	Protein of unknown function DUF870, Caenorhabditis species
IPR008589	DUF871_prk	Protein of unknown function DUF871, prokaryotic
IPR008592	DUF874	Protein of unknown function DUF874
IPR008593	Dam_MeTrfase	DNA N-6-adenine-methyltransferase
IPR008594	DcpS/DCS2	Scavenger mRNA decapping enzyme DcpS/DCS2
IPR008595	DegS	Sensor DegS
IPR008597	Invert_lysozyme	Invertebrate-type lysozyme
IPR008598	Di19_Zn-bd	Drought induced 19 protein type, zinc-binding domain
IPR008599	Diacid_rec	Putative sugar diacid recognition
IPR008601	Dicty_CAD	Cell-cell adhesion
IPR008602	Duffy-antigen-binding	Duffy-antigen binding
IPR008604	MAP7_fam	Microtubule-associated protein 7 family
IPR008606	EIF4EBP	Eukaryotic translation initiation factor 4E binding
IPR008608	Ectropic_vir_integratn_site_2A	Ectropic viral integration site 2A protein
IPR008614	FIBP	Acidic fibroblast growth factor intracellular-binding protein
IPR008615	FNIP	FNIP
IPR008619	Filamentous_hemagglutn_rpt	Filamentous haemagglutinin repeat
IPR008620	FixH	Nitrogen fixation protein FixH
IPR008622	FliT	Flagellar protein FliT
IPR008626	Mediator_Med15_fun	Mediator complex, subunit Med15, fungi
IPR008627	GETHR_repeat	GETHR pentapeptide repeat
IPR008628	GPP34-like	Golgi phosphoprotein 3-like
IPR008629	GUN4-like	GUN4-like
IPR008630	Glyco_trans_34	Glycosyltransferase 34
IPR008631	Glycogen_synth	Glycogen synthase
IPR008632	Gp-FAR-1	Nematode fatty acid retinoid binding
IPR008634	Gas-vesicle_GvpO	Gas vesicle protein GvpO
IPR008635	Coiled_stalk_dom	Trimeric autotransporter adhesin YadA-like, stalk domain
IPR008636	Hook_C	Hook, C-terminal
IPR008637	HR_lesion	HR-like lesion-inducer
IPR008638	Filamn_hemagglutn_N	Filamentous haemagglutinin, N-terminal
IPR008640	Adhesin_Head_dom	Trimeric autotransporter adhesin YadA-like, head domain
IPR008651	Uncharacterised_HicB	Uncharacterised protein family HicB
IPR008652	Adenovirus_Type-2_E3A	Adenovirus type 2, E3A glycoprotein
IPR008653	IER	Immediate early response
IPR008657	JTB	Jumping translocation breakpoint
IPR008659	Kre9/Knh1_C	Yeast cell wall synthesis Kre9/Knh1, C-terminal
IPR008660	L-fibroin	Fibroin light chain
IPR008661	L6_membrane	L6 membrane
IPR008662	Lamina-ass_polypeptide_CLAP1C	Lamina-associated polypeptide 1C
IPR008663	LECT2	Leukocyte cell-derived chemotaxin 2
IPR008669	LSM_interact	LSM-interacting domain
IPR008670	CoA_reduct_LuxC	Long-chain-fatty-acyl-CoA reductase, LuxC
IPR008672	Mad1	Spindle assembly checkpoint component Mad1
IPR008674	MC1	Chromosomal protein MC1
IPR008675	Mating_factor_alpha_N	Mating factor alpha precursor, N-terminal
IPR008676	MRG	MRG
IPR008677	MRVI1	MRVI1
IPR008681	Neg-reg_MecA	Negative regulator of genetic competence, MecA
IPR008685	Centromere_Mis12	Centromere protein Mis12
IPR008686	RNA_pol_mitovir	RNA-dependent RNA polymerase, mitoviral
IPR008687	MobC	Bacterial mobilisation
IPR008688	ATP_synth_Bsub_B/MI25	ATP synthase, F0 complex, subunit B/MI25
IPR008692	Hemogglutn_Mycoplasma	Haemagglutinin, Mycoplasma
IPR008699	NDUFB8	NADH dehydrogenase [ubiquinone] 1 beta subcomplex subunit 8
IPR008700	TypeIII_avirulence_cleave	RIN4, pathogenic type III effector avirulence factor Avr cleavage site
IPR008701	NPP1	Necrosis inducing protein
IPR008704	Endonuclease_Zinc-binding_loop	Zinc-binding loop region of homing endonuclease
IPR008705	Nanos/Xcar2	Nanos/Xcat2
IPR008707	PilC_beta_prop_dom	PilC beta-propeller domain
IPR008709	Neurochondrin	Neurochondrin
IPR008710	Nicastrin	Nicastrin
IPR008711	Recombinase_NinB	Recombinase NinB
IPR008713	Phage_lambda_NinG	Bacteriophage lambda NinG
IPR008715	SAM-MeTfrase_NodS-related	SAM-dependent methyltransferase, NodS-related
IPR008716	NodZ	Nodulation protein Z
IPR008717	Noggin	Noggin
IPR008721	ORC6	Origin recognition complex, subunit 6
IPR008727	PAAR_motif	PAAR motif
IPR008729	PA_de_COase	Phenolic acid decarboxylase
IPR008730	PBAN	Pheromone biosynthesis activating neuropeptide
IPR008731	PTS_EIN	Phosphotransferase system, enzyme I  N-terminal
IPR008732	Pet122	Protein Pet122
IPR008734	PHK_A/B_su	Phosphorylase kinase alpha/beta subunit
IPR008735	PSP94	Beta-microseminoprotein
IPR008737	Peptidase_asp_put	Peptidase aspartic, putative
IPR008740	Peptidase_C30_CoV	Peptidase C30, coronavirus
IPR008741	AV_PCPalpha	Arterivirus papain-like cysteine protease alpha (PCPalpha) domain
IPR008743	Arterivirus_Nsp2_C33	Arterivirus Nsp2, peptidase C33
IPR008752	Peptidase_M11	Peptidase M11, gametolysin
IPR008753	Peptidase_M13_N	Peptidase M13, N-terminal domain
IPR008754	Peptidase_M43	Peptidase M43, pregnancy-associated plasma-A
IPR008757	Peptidase_M6-like_domain	Peptidase M6-like, domain
IPR008760	EAV_peptidase_S32	Equine arteritis virus peptidase S32
IPR008763	Peptidase_S55	Peptidase S55, SpoIVB
IPR008764	Peptidase_U57	Peptidase U57, YabG
IPR008766	Replication_gene_A	Replication gene A protein
IPR008770	DNA_terminal_Gp3	DNA terminal protein Gp3
IPR008773	PhnI	Phosphonate metabolism protein PhnI
IPR008779	Plasmodium_HRP	Plasmodium histidine-rich
IPR008780	Plasmodium_Vir	Plasmodium vivax Vir
IPR008784	Podovirus_Gp16	Podovirus DNA packaging protein
IPR008790	Poxvirus_ser/thr_kinase	Poxvirus serine/threonine kinase
IPR008794	Pro_racemase_fam	Proline racemase family
IPR008795	Prominin	Prominin
IPR008796	PSAN	Photosystem I reaction centre subunit N, chloroplastic
IPR008797	PSII_PsbQ	Oxygen-evolving enhancer protein 3
IPR008801	RALF	Rapid ALkalinization Factor
IPR008802	REF	Rubber elongation factor
IPR008806	RNA_pol_III_Rpc82_C	RNA polymerase III Rpc82, C -terminal
IPR008807	ROS_MUCR	ROSMUCR transcriptional regulator
IPR008808	Powdery_mildew-R_dom	Powdery mildew resistance protein, RPW8 domain
IPR008810	R_equi_Vir	Rhodococcus equi virulence-associated protein
IPR008811	Glycosyl_hydrolases_36	Glycosyl hydrolases 36
IPR008812	Ran_GTP-bd-rel	GTP-binding nuclear protein Ran-related
IPR008813	Plasmid_replication_RepL	Plasmid replication protein, RepL
IPR008816	Gly_zipper_2TM_dom	Glycine zipper 2TM domain
IPR008822	Endonuclease_RusA-like	Holliday junction resolvase RusA-like
IPR008823	RuvB_C	RuvB C-terminal winged helix domain
IPR008824	RuvB-like_N	RuvB-like P-loop domain
IPR008825	S-antigen	S-antigen
IPR008827	SYCP1	Synaptonemal complex protein 1
IPR008828	Sin1/Avo1	TORC2 component Sin1/Avo1
IPR008832	Signal_recog_particle_SRP9	Signal recognition particle, SRP9 subunit
IPR008835	Sclerostin/SOSTDC1	Sclerostin/Sclerostin domain-containing protein 1
IPR008837	Serendipity_A	Serendipity locus alpha
IPR008839	MDM33_fungi	Mitochondrial distribution and morphology family 33, fungi
IPR008841	Siphovirus-type_tail	Siphovirus-type tail component
IPR008843	Spheroidin	Entomopoxvirus spheroidin
IPR008844	Spore_GerAC	Spore germination GerAC
IPR008845	Sporozoite_P67	Sporozoite P67 surface antigen
IPR008846	Staph_haemolytic_fam	Staphylococcal hemolytic protein family
IPR008849	Synaphin	Synaphin
IPR008851	TFIIF-alpha	Transcription initiation factor IIF, alpha subunit
IPR008853	TMEM9/TMEM9B	TMEM9/TMEM9B
IPR008854	TPMT	TPMT family
IPR008855	TRAP-delta	Translocon-associated
IPR008856	TRAP_beta	Translocon-associated protein subunit beta
IPR008857	TRH	Thyrotropin-releasing hormone
IPR008859	Thrombospondin_C	Thrombospondin, C-terminal
IPR008861	GpX-like	Phage Tail Protein X-like
IPR008862	Tcp11	T-complex 11
IPR008863	Toxic_anion-R_TelA	Toxic anion resistance
IPR008865	DNA_replication_term_site-bd	DNA replication terminus site-binding protein
IPR008866	Phage_lambda_GpA-like	Bacteriophage lambda, GpA-like
IPR008867	ThiG	Thiazole synthase
IPR008868	TniB	Bacterial TniB
IPR008869	MlaC/ttg2D	Toluene tolerance Ttg2/phospholipid-binding protein MlaC
IPR008871	Totivirus_coat	Totivirus coat
IPR008872	Toxin_P42	Insecticidal crystal toxin
IPR008873	TraA	TraA
IPR008874	TraT_complement-R	Enterobacterial TraT complement resistance
IPR008875	TraX	TraX
IPR008876	TraY	Relaxosome protein TraY
IPR008878	Transposase_IS66_Orf2	Transposase IS66, Orf2
IPR008879	Coat_protein_tricho/vitivirus	Coat protein, trichovirus/vitivirus
IPR008880	Trigger_fac_C	Trigger factor, C-terminal
IPR008881	Trigger_fac_ribosome-bd_bac	Trigger factor, ribosome-binding, bacterial
IPR008882	Trypano_PARP	Procyclic acidic repetitive
IPR008884	TylF_MeTrfase	Macrocin-O-methyltransferase
IPR008888	Ustilago_mating	Ustilago B locus mating-type
IPR008889	VQ	VQ
IPR008892	COR413	Cold-regulated 413 protein
IPR008896	TIC214	Protein TIC214
IPR008897	Rep_fungi	Yeast trans-acting factor
IPR008899	Znf_piccolo	Zinc finger, piccolo-type
IPR008900	Zot_N	Zona occludens toxin, N-terminal
IPR008901	ACER	Alkaline ceramidase
IPR008902	Rhamnosid_concanavalin	Alpha-L-rhamnosidase, concanavalin-like domain
IPR008908	Sarcoglycan_alpha/epsilon	Sarcoglycan alpha/epsilon
IPR008910	TM_helix	Conserved TM helix
IPR008914	PEBP	Phosphatidylethanolamine-binding protein
IPR008915	Peptidase_M50	Peptidase M50
IPR008916	Retrov_capsid_C	Retrovirus capsid, C-terminal
IPR008917	TF_DNA-bd_sf	Transcription factor, Skn-1-like, DNA-binding domain superfamily
IPR008919	Retrov_capsid_N	Retrovirus capsid, N-terminal
IPR008920	TF_FadR/GntR_C	Transcription regulator FadR/GntR, C-terminal
IPR008922	Unchr_di-copper_centre	Uncharacterised domain, di-copper centre
IPR008929	Chondroitin_lyas	Chondroitin AC/alginate lyase
IPR008932	Ribosomal_L7/L12_oligo	Ribosomal protein L7/L12, oligomerisation
IPR008935	Virus_capsid_a-hlx_vir	Virus capsid protein, alpha-helical
IPR008939	Lytic_TGlycosylase_superhlx_U	Lytic transglycosylase, superhelical U-shaped
IPR008952	Tetraspanin_EC2_sf	Tetraspanin, EC2 domain superfamily
IPR008953	Fe_hydrogenase_HydB	Iron hydrogenase, small subunit HydB-type
IPR008954	Moesin_tail_sf	Moesin tail domain superfamily
IPR008956	IA3_dom_sf	Protease A inhibitor IA3 domain superfamily
IPR008958	Transglutaminase_C	Transglutaminase, C-terminal
IPR008965	CBM2/CBM3_carb-bd_dom_sf	CBM2/CBM3, carbohydrate-binding domain superfamily
IPR008966	Adhesion_dom_sf	Adhesion domain superfamily
IPR008967	p53-like_TF_DNA-bd	p53-like transcription factor, DNA-binding
IPR008969	CarboxyPept-like_regulatory	Carboxypeptidase-like, regulatory domain superfamily
IPR008977	PHM/PNGase_F_dom_sf	PHM/PNGase F domain superfamily
IPR008981	FMuLV_rcpt-bd	F-MuLV receptor-binding
